exterior_color,interior_color,location,make,model,mileage,style,year,engine,accidentCount,ownerCount,isCleanTitle,isFrameDamaged,isLemon,isSalvage,isTheftRecovered,price
Chalk,"Bordeaux Red","New York, NY",Porsche,911,18196,"Turbo Cabriolet",2019,"3.8L Flat-6 Gas Turbocharged",0,1,1,0,0,0,0,168800.0
"Night Blue Metallic",Black,"Larchmont, NY",Porsche,Panamera,33012,"4 AWD",2017,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,68198.0
"Volcano Grey Metallic",Black,"Huntington Station, NY",Porsche,Macan,40500,"S AWD",2017,"3.0L V-6 Gas Turbocharged",0,2,1,0,0,0,0,44900.0
Gy,Black,"New York, NY",Porsche,Cayenne,8285,"SUV AWD",2020,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,71995.0
Unknown,"Black/Luxor Beige","Edison, NJ",Porsche,Macan,28155,AWD,2018,"2.0L Inline-4 Gas Turbocharged",0,2,1,0,0,0,0,44900.0
Black,Unknown,"Bay Shore, NY",Porsche,Panamera,21902,"Turbo S E-Hybrid AWD",2018,"4.0L V-8 Plug-In Hybrid Turbocharged",0,1,1,0,0,0,0,133899.0
"Jet Black Metallic","Black/Garnet Red","Spring Valley, NY",Porsche,Cayenne,14950,"Turbo AWD",2018,"4.8L V-8 Gas Turbocharged",0,1,1,0,0,0,0,88950.0
"Custom Color","Saddle Brown","Elizabeth, NJ",Porsche,Macan,37189,AWD,2018,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,38905.0
Gray,Black,"New York, NY",Porsche,Cayenne,8926,"SUV AWD",2020,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,69995.0
"Rhodium Silver Metallic",Black,"Medford, NY",Porsche,Cayenne,60085,"Diesel AWD",2015,"3.0L V-6 Diesel Turbocharged",0,2,1,0,0,0,0,37590.0
"Topaz Brown Metallic",Unknown,"Brooklyn, NY",Porsche,Panamera,96122,S,2010,"4.8L V-8 Gas",1,3,1,0,0,0,0,NULL
"Volcano Gray",Biege,"Jackson Heights, NY",Porsche,Macan,34667,"Turbo AWD with Performance Package",2017,"3.6L V-6 Gas Turbocharged",0,1,1,0,0,0,0,56488.0
Silver,Black,"Medford, NY",Porsche,Cayenne,35649,"Tiptronic AWD",2011,"3.6L V-6 Gas",0,4,1,0,0,0,0,23990.0
Black,Unknown,"Verona, NJ",Porsche,Panamera,102185,"Platinum Edition",2013,"3.6L V-6 Gas",0,4,1,0,0,0,0,27500.0
"Volcano Grey Metallic",Black,"Huntington Station, NY",Porsche,Macan,32992,AWD,2017,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,38900.0
Gray,Black,"Medford, NY",Porsche,"718 Boxster",5717,"S Roadster",2018,"2.5L Flat-4 Gas Turbocharged",0,1,1,0,0,0,0,68990.0
White,Black,"New York, NY",Porsche,Macan,27364,AWD,2017,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,40995.0
"Mahogany Metallic",Unknown,"Verona, NJ",Porsche,Cayenne,11130,"Turbo AWD",2019,"4.0L V-8 Gas Turbocharged",1,2,1,0,0,0,0,106950.0
"Gt Silver Metallic",Black,"Massapequa, NY",Porsche,Boxster,43441,S,2005,"3.2L Flat-6 Gas",1,9,1,0,0,0,0,25985.0
"Mahogany Metallic",Black,"Verona, NJ",Porsche,Cayenne,17811,AWD,2019,"3.0L V-6 Gas Turbocharged",2,1,1,0,0,0,0,58500.0
White,Red,"Staten Island, NY",Porsche,911,37935,"Turbo S",2015,"3.8L Flat-6 Gas Turbocharged",0,3,0,0,0,0,1,119999.0
White,Black,"East Hartford, CT",Porsche,Macan,7026,AWD,2020,"2.0L Inline-4 Gas Turbocharged",0,0,1,0,0,0,0,53631.0
Black,Black,"Spring Valley, NY",Porsche,Macan,75261,AWD,2017,"2.0L Inline-4 Gas Turbocharged",1,2,1,0,0,0,0,28999.0
Black,Unknown,"Ramsey, NJ",Porsche,Macan,52356,"S AWD",2017,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,NULL
Black,"Black/Luxor Beige","Larchmont, NY",Porsche,Macan,14762,AWD,2017,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,42498.0
Black,Unknown,"Verona, NJ",Porsche,Cayenne,92876,"S AWD",2011,"4.8L V-8 Gas",1,2,1,0,0,0,0,19777.0
Black,Black,"Medford, NY",Porsche,Cayenne,32149,AWD,2018,"3.6L V-6 Gas Turbocharged",0,1,1,0,0,0,0,50990.0
White,Unknown,"Madison, NJ",Porsche,Macan,42162,AWD,2018,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,40123.0
Unknown,Unknown,"Elmont, NY",Porsche,Panamera,55584,Hatchback,2013,"3.6L V-6 Gas",0,0,1,0,0,0,0,36950.0
"Volcano Gray Metallic",Black,"Larchmont, NY",Porsche,Macan,39728,"Turbo AWD",2018,"3.6L V-6 Gas Turbocharged",0,1,1,0,0,0,0,67092.0
"Carbon Steel Gray Metallic Pts",Black,"Spring Valley, NY",Porsche,911,7788,"GT2 RS",2018,"3.8L Flat-6 Gas Turbocharged",0,1,1,0,0,0,0,340995.0
"Mahogany Metallic",Black,"Jamaica, NY",Porsche,Cayenne,20956,AWD,2019,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,66130.0
"Guards Red",Black,"Manasquan, NJ",Porsche,"718 Cayman",18081,Coupe,2018,"2.0L Flat-4 Gas Turbocharged",0,1,1,0,0,0,0,56700.0
"Night Blue Metallic","Agate Grey","New York, NY",Porsche,Macan,20442,AWD,2018,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,46995.0
Gy,Black,"New York, NY",Porsche,Panamera,13632,"4 AWD",2018,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,77995.0
Black,Black,"East Hartford, CT",Porsche,Macan,36951,AWD,2017,"2.0L Inline-4 Gas Turbocharged",0,2,1,0,0,0,0,37984.0
"Moonlight Blue Metallic",Black,"Elmsford, NY",Porsche,Cayenne,26481,AWD,2019,"3.0L V-6 Gas Turbocharged",1,0,1,0,0,0,0,59995.0
"Meteor Gray Metallic","Luxor Beige","Union City, NJ",Porsche,Cayenne,54677,"S Hybrid AWD",2012,"3.0L V-6 Hybrid Supercharged",1,1,1,0,0,0,0,22995.0
Bk,Black,"New York, NY",Porsche,Macan,28674,AWD,2017,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,40995.0
White,Unknown,"Verona, NJ",Porsche,Cayenne,71069,"Diesel AWD",2015,"3.0L V-6 Diesel Turbocharged",0,2,1,0,0,0,0,35000.0
Unknown,Black,"Edison, NJ",Porsche,Macan,16938,"GTS AWD",2018,"3.0L V-6 Gas Turbocharged",0,2,1,0,0,0,0,68490.0
"Yachting Blue Metallic","Yachting Blue/Cream","Elizabeth, NJ",Porsche,Panamera,96097,S,2010,"4.8L V-8 Gas",1,3,1,0,0,0,0,24985.0
Black,Unknown,"Verona, NJ",Porsche,Cayenne,30038,"Platinum Edition AWD",2017,"3.6L V-6 Gas",1,2,1,0,0,0,0,45888.0
White,Black,"New York, NY",Porsche,Macan,22494,"GTS AWD",2017,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,59595.0
Black,Black,"Jamaica, NY",Porsche,Cayenne,39281,"Platinum Edition AWD",2017,"3.6L V-6 Gas",0,2,1,0,0,0,0,43480.0
Black,"Black/Luxor Beige","Larchmont, NY",Porsche,Panamera,37627,"4 AWD",2017,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,65492.0
White,"Black/Garnet Red","North Plainfield, NJ",Porsche,Macan,29002,"S AWD",2016,"3.0L V-6 Gas Turbocharged",0,2,1,0,0,0,0,38900.0
"Dark Blue Metallic","Luxor Beige","Point Pleasant, NJ",Porsche,Cayenne,105016,"Turbo AWD",2011,"4.8L V-8 Gas Turbocharged",0,3,1,0,0,0,0,27995.0
"Carrara White Metallic",Black,"Brooklyn, NY",Porsche,Cayenne,27243,"Platinum Edition AWD",2018,"3.6L V-6 Gas",0,1,1,0,0,0,0,53995.0
Black,Black,"Medford, NY",Porsche,Panamera,87753,Turbo,2011,"4.8L V-8 Gas Turbocharged",0,2,1,0,0,0,0,35990.0
Gy,Black,"New York, NY",Porsche,Macan,13010,"S AWD",2017,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,50995.0
"Carrara White Metallic",Black,"New York, NY",Porsche,Macan,5221,"S AWD",2017,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,52995.0
"Carmine Red",Unknown,"Verona, NJ",Porsche,Macan,42727,"GTS AWD",2017,"3.0L V-6 Gas Turbocharged",1,1,1,0,0,0,0,47000.0
"Rhodium Silver Metallic",Black,"Lodi, NJ",Porsche,Macan,69436,"S AWD",2015,"3.0L V-6 Gas Turbocharged",0,2,1,0,0,0,0,26895.0
White,"Luxor Beige","Ramsey, NJ",Porsche,Panamera,35216,4,2015,"3.6L V-6 Gas",0,3,1,0,0,0,0,44498.0
Black,Black,"New York, NY",Porsche,Cayenne,2226,"E-Hybrid AWD",2019,"3.0L V-6 Plug-In Hybrid Supercharged",0,0,1,0,0,0,0,87995.0
White,Black,"Hillside, NJ",Porsche,Cayenne,42253,AWD,2019,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,55555.0
"Gt Silver Metallic",Black,"Medford, NY",Porsche,"718 Boxster",38131,Roadster,2018,"2.0L Flat-4 Gas Turbocharged",0,3,1,0,0,0,0,50590.0
Unknown,Black,"Edison, NJ",Porsche,Panamera,20671,"4 AWD",2018,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,76900.0
White,"Luxor Beige","New York, NY",Porsche,Cayenne,28935,"Platinum Edition AWD",2017,"3.6L V-6 Gas",0,1,1,0,0,0,0,47995.0
"Dark Blue Metallic","Black/Carmine Red","New York, NY",Porsche,911,271,"Carrera GTS",2016,"3.8L Flat-6 Gas",0,3,1,0,0,0,0,180800.0
"Rhodium Silver Metallic",Black,"Red Bank, NJ",Porsche,Macan,26828,"GTS AWD",2017,"3.0L V-6 Gas Turbocharged",0,2,0,0,0,0,1,51995.0
Black,Other,"Medford, NY",Porsche,Macan,41612,"Sport Edition AWD",2018,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,40990.0
Blue,Black,"Medford, NY",Porsche,Cayenne,46312,AWD,2018,"3.6L V-6 Gas Turbocharged",0,1,1,0,0,0,0,47590.0
"Jet Black Metallic",Black,"Larchmont, NY",Porsche,Cayenne,23197,"Platinum Edition AWD",2017,"3.6L V-6 Gas",0,2,1,0,0,0,0,49995.0
White,Black,"Rockville Centre, NY",Porsche,Cayenne,37914,"Tiptronic AWD",2014,"3.6L V-6 Gas",1,3,1,0,0,0,0,30000.0
"Volcano Grey Metallic",Black,"New York, NY",Porsche,Macan,40324,"S AWD",2017,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,46995.0
Black,Red,"Staten Island, NY",Porsche,911,46045,"Turbo S",2014,"3.8L Flat-6 Gas Turbocharged",0,2,1,0,0,0,0,114999.0
"Carrara White Metallic",Black,"New York, NY",Porsche,Cayenne,34879,"Platinum Edition AWD",2017,"3.6L V-6 Gas",0,1,1,0,0,0,0,47450.0
"Graphite Blue Metallic",Gray,"Great Neck, NY",Porsche,"718 Cayman",9331,Coupe,2018,"2.0L Flat-4 Gas Turbocharged",0,1,1,0,0,0,0,59900.0
"Carmine Red",Black,"East Hartford, CT",Porsche,911,12171,"Targa 4S",2017,"3.0L Flat-6 Gas Turbocharged",0,1,1,0,0,0,0,127059.0
White,Black,"Paterson, NJ",Porsche,Cayenne,143471,"S AWD",2012,"4.8L V-8 Gas",1,2,1,0,0,0,0,18495.0
White,Black,"Elmont, NY",Porsche,Cayenne,26361,"Tiptronic AWD",2013,"3.6L V-6 Gas",1,2,1,0,0,0,0,29950.0
"Dolomite Silver Metallic",Black,"New York, NY",Porsche,Cayenne,10243,"SUV AWD",2020,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,70995.0
White,Black,"Rahway, NJ",Porsche,Cayenne,59657,"GTS AWD",2014,"4.8L V-8 Gas",1,2,1,0,0,0,0,37900.0
White,Black,"New York, NY",Porsche,Panamera,20,"4 E-Hybrid AWD",2019,"2.9L V-6 Plug-In Hybrid Turbocharged",0,0,1,0,0,0,0,114995.0
White,Black,"Medford, NY",Porsche,Macan,13082,AWD,2019,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,50990.0
White,Black,"Medford, NY",Porsche,Macan,13082,AWD,2019,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,50990.0
"Volcano Grey Metallic",Black,"Wall Township, NJ",Porsche,Macan,11579,AWD,2018,"2.0L Inline-4 Gas Turbocharged",0,1,0,0,1,0,0,38995.0
"Rhodium Silver Metallic","Black/Luxor Beige","East Hartford, CT",Porsche,Cayenne,37900,AWD,2018,"3.6L V-6 Gas Turbocharged",0,1,1,0,0,0,0,48999.0
Black,Black,"Wall Township, NJ",Porsche,Macan,13466,AWD,2018,"2.0L Inline-4 Gas Turbocharged",0,1,1,1,0,0,0,39995.0
Black,Brown,"South Hackensack, NJ",Porsche,Cayenne,104114,"GTS AWD",2014,"4.8L V-8 Gas",1,2,1,0,0,0,0,29995.0
Silver,Black,"Medford, NY",Porsche,Cayenne,60248,"Tiptronic AWD",2013,"3.6L V-6 Gas",0,3,1,0,0,0,0,25990.0
Black,Black,"Hillside, NJ",Porsche,Panamera,43602,"4S AWD",2017,"2.9L V-6 Gas Turbocharged",0,1,1,0,0,0,0,62777.0
Silver,Black,"Medford, NY",Porsche,Panamera,25659,Hatchback,2012,"3.6L V-6 Gas",0,2,1,0,0,0,0,37990.0
Black,Black,"East Hartford, CT",Porsche,Macan,7220,AWD,2020,"2.0L Inline-4 Gas Turbocharged",0,0,1,0,0,0,0,55058.0
Purple,Beige,"Medford, NY",Porsche,Cayenne,67829,"Tiptronic AWD",2011,"3.6L V-6 Gas",0,2,1,0,0,0,0,21590.0
Gray,Black,"Medford, NY",Porsche,Boxster,31536,Roadster,2016,"2.7L Flat-6 Gas",0,1,1,0,0,0,0,44990.0
Black,Tan,"Woodbridge, NJ",Porsche,Macan,20131,"S AWD",2017,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,44995.0
Sl,"Agate Grey","New York, NY",Porsche,Macan,37297,"S AWD",2018,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,50995.0
"Agate Grey Metallic",Black,"New York, NY",Porsche,Macan,24153,AWD,2018,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,45995.0
Yw,Black,"New York, NY",Porsche,"718 Boxster",6087,"S Roadster",2019,"2.5L Flat-4 Gas Turbocharged",0,1,1,0,0,0,0,77995.0
Bk,Black,"New York, NY",Porsche,Cayenne,8741,"SUV AWD",2020,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,72995.0
Black,Black,"Red Bank, NJ",Porsche,Cayenne,59724,"Platinum Edition AWD",2018,"3.6L V-6 Gas",0,1,1,0,0,0,0,42995.0
"Volcano Grey Metallic","Black/Luxor Beige","East Hartford, CT",Porsche,Macan,59867,"S AWD",2018,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,44500.0
"Volcano Gray Metallic",Black,"Watchung, NJ",Porsche,Macan,25344,AWD,2018,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,42899.0
"Night Blue Metallic",Black,"New York, NY",Porsche,Macan,35592,"S AWD",2018,"3.0L V-6 Gas Turbocharged",0,1,1,0,0,0,0,50995.0
"Gt Silver Metallic","Agate Gray/Cream","Englewood, NJ",Porsche,Panamera,40453,Turbo,2014,"4.8L V-8 Gas Turbocharged",0,4,1,0,0,0,0,57990.0
Black,Black,"Floral Park, NY",Porsche,911,10495,Turbo,2019,"3.8L Flat-6 Gas Turbocharged",0,1,1,0,0,0,0,179000.0
Black,Black,"Farmingdale, NY",Porsche,911,18128,"Carrera Manual",1997,"3.6L Flat-6 Gas",0,4,1,0,0,0,0,89900.0
Unknown,"Agate Grey","Edison, NJ",Porsche,Macan,25833,AWD,2017,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,43900.0
Black,Black,"Milford, CT",Porsche,911,16297,"Carrera S 991",2012,"3.8L Flat-6 Gas",0,0,1,0,0,0,0,71378.0
Brown,"Natural Brown","Wallingford, CT",Porsche,911,61545,"Turbo Cabriolet",2008,"3.6L Flat-6 Gas Turbocharged",0,2,0,0,0,1,0,54900.0
"Meteor Gray Metallic",Black,"Red Bank, NJ",Porsche,Cayenne,75366,"Diesel AWD",2015,"3.0L V-6 Diesel Turbocharged",0,3,1,0,0,0,0,35995.0
Black,Black,"Watchung, NJ",Porsche,Macan,11974,AWD,2019,"2.0L Inline-4 Gas Turbocharged",0,1,1,0,0,0,0,50498.0
Unknown,Black,"Edison, NJ",Porsche,Macan,27053,AWD,2018,"2.0L Inline-4 Gas Turbocharged",0,2,1,0,0,0,0,46900.0
White,Umber/Cream,"Hillside, NJ",Porsche,Cayenne,99156,"S Hybrid AWD",2013,"3.0L V-6 Hybrid Supercharged",0,4,1,0,0,0,0,21222.0
White,Umber/Cream,"Hillside, NJ",Porsche,Cayenne,99156,"S Hybrid AWD",2013,"3.0L V-6 Hybrid Supercharged",0,4,1,0,0,0,0,21222.0
White,Tan,"Westbury, NY",Porsche,Panamera,54272,S,2016,"3.0L V-6 Gas Turbocharged",0,3,1,0,0,0,0,45995.0
Black,Unknown,"Verona, NJ",Porsche,Cayenne,101379,"Turbo AWD",2014,"4.8L V-8 Gas Turbocharged",0,2,1,0,0,0,0,36950.0
White,Black,"Rahway, NJ",Porsche,Cayenne,90389,"Diesel AWD",2013,"3.0L V-6 Diesel Turbocharged",2,2,1,0,0,0,0,24900.0
White,Black,"Staten Island, NY",Porsche,911,20522,"Turbo S",2017,"3.8L Flat-6 Gas Turbocharged",0,4,1,0,0,0,0,159999.0
Br,"Truffle Brown","New York, NY",Porsche,Cayenne,30880,"Turbo AWD",2019,"4.0L V-8 Gas Turbocharged",0,1,1,0,0,0,0,109995.0
Gray,Black,"Hillside, NJ",Porsche,Cayenne,85018,"Turbo AWD",2013,"4.8L V-8 Gas Turbocharged",0,1,1,0,0,0,0,35900.0
White,Black,"Bronx, NY",Porsche,Macan,60231,"S AWD",2017,"3.0L V-6 Gas Turbocharged",0,4,1,0,0,0,0,36995.0
"Agate Gray Metallic",Black,"Lodi, NJ",Porsche,911,35822,Carrera,2014,"3.4L Flat-6 Gas",1,3,1,0,0,0,0,61895.0
Black,Black,"Mountain Lakes, NJ",Porsche,Cayenne,104070,"Tiptronic AWD",2012,"3.6L V-6 Gas",0,2,1,0,0,0,0,15984.0
Unknown,Black,"Edison, NJ",Porsche,Cayenne,39123,"Platinum Edition AWD",2017,"3.6L V-6 Gas",0,3,1,0,0,0,0,49900.0
Bk,Black,"New York, NY",Porsche,911,29761,"Carrera 4 Cabriolet",2017,"3.0L Flat-6 Gas Turbocharged",0,1,1,0,0,0,0,96995.0
"Meteor Grey Metallic",Black,"Secaucus, NJ",Porsche,Cayenne,51200,AWD,2018,"3.6L V-6 Gas Turbocharged",0,1,1,0,0,0,0,43686.0
"Carrara White Metallic",Black,"Bronx, NY",Porsche,Cayenne,59056,"Platinum Edition AWD",2017,"3.6L V-6 Gas",0,2,1,0,0,0,0,39995.0
